"resp.id";"ques";"alt";"Brand";"Price";"RAMGB";"Foldable";"CameraQuality";"choice"
26;385;4;"Poco";"LowerMid-range";"High-end";"No";"High";1
26;386;1;"Poco";"LowerMid-range";"Mid-range";"Yes";"High";0
26;386;2;"Poco";"LowerMid-range";"LowerMid-range";"Yes";"High";1
26;386;3;"Xiaomi";"Premium";"Mid-range";"Yes";"Low";0
26;386;4;"Xiaomi";"Premium";"Low";"Yes";"Medium";0
26;387;1;"Poco";"Premium";"Mid-range";"Yes";"Low";0
26;387;2;"Huawei";"UpperMid-range";"LowerMid-range";"Yes";"Medium";1
26;387;3;"OnePlus";"LowerMid-range";"High-end";"No";"High";0
26;387;4;"Huawei";"Mid-range";"Mid-range";"Yes";"Medium";0
26;388;1;"OnePlus";"UpperMid-range";"LowerMid-range";"No";"Medium";0
26;388;2;"OnePlus";"Mid-range";"High-end";"No";"Medium";0
26;388;3;"OnePlus";"UpperMid-range";"LowerMid-range";"Yes";"High";1
26;388;4;"Huawei";"LowerMid-range";"Mid-range";"No";"High";0
26;389;1;"OnePlus";"LowerMid-range";"Low";"No";"High";0
26;389;2;"OnePlus";"Premium";"High-end";"Yes";"High";0
26;389;3;"Xiaomi";"Budget";"High-end";"No";"High";0
26;389;4;"Huawei";"LowerMid-range";"LowerMid-range";"No";"Medium";1
26;390;1;"Poco";"Premium";"High-end";"No";"Medium";0
26;390;2;"Poco";"Mid-range";"High-end";"No";"Low";0
26;390;3;"Poco";"LowerMid-range";"Mid-range";"No";"High";0
26;390;4;"Huawei";"Mid-range";"LowerMid-range";"Yes";"High";1
27;391;1;"Huawei";"Mid-range";"High-end";"Yes";"High";1
27;391;2;"Xiaomi";"UpperMid-range";"LowerMid-range";"Yes";"Medium";0
27;391;3;"Huawei";"Premium";"Mid-range";"No";"High";0
27;391;4;"Xiaomi";"Mid-range";"Low";"Yes";"High";0
27;392;1;"OnePlus";"Premium";"Mid-range";"Yes";"High";0
27;392;2;"Xiaomi";"LowerMid-range";"Low";"Yes";"High";0
27;392;3;"Poco";"LowerMid-range";"Low";"Yes";"Medium";1
27;392;4;"OnePlus";"UpperMid-range";"Low";"No";"Low";0
27;393;1;"Huawei";"Budget";"LowerMid-range";"No";"Low";1
27;393;2;"Xiaomi";"Budget";"Mid-range";"No";"High";0
27;393;3;"Poco";"Budget";"Low";"Yes";"High";0
27;393;4;"Huawei";"Premium";"Mid-range";"No";"Medium";0
27;394;1;"OnePlus";"LowerMid-range";"High-end";"Yes";"High";1
27;394;2;"Xiaomi";"Premium";"High-end";"No";"High";0
27;394;3;"Huawei";"Mid-range";"Mid-range";"Yes";"High";0
27;394;4;"Huawei";"Premium";"LowerMid-range";"Yes";"Medium";0
27;395;1;"Huawei";"Budget";"Low";"No";"Medium";0
27;395;2;"OnePlus";"Premium";"High-end";"Yes";"Low";0
27;395;3;"Huawei";"LowerMid-range";"LowerMid-range";"Yes";"Medium";0
27;395;4;"Huawei";"Budget";"Low";"Yes";"High";1
27;396;1;"Huawei";"UpperMid-range";"High-end";"Yes";"Medium";0
27;396;2;"Huawei";"Budget";"Low";"Yes";"Low";0
27;396;3;"Xiaomi";"Mid-range";"Low";"No";"High";0
27;396;4;"Huawei";"Mid-range";"High-end";"Yes";"Low";1
27;397;1;"Poco";"UpperMid-range";"High-end";"Yes";"Low";0
27;397;2;"OnePlus";"Mid-range";"High-end";"Yes";"Medium";1
27;397;3;"OnePlus";"UpperMid-range";"High-end";"Yes";"Medium";0
27;397;4;"Huawei";"Premium";"Mid-range";"Yes";"Low";0
27;398;1;"Xiaomi";"UpperMid-range";"Low";"No";"Medium";0
27;398;2;"Huawei";"Premium";"LowerMid-range";"No";"High";0
27;398;3;"Huawei";"LowerMid-range";"Mid-range";"No";"Low";0
27;398;4;"Huawei";"Budget";"High-end";"Yes";"Low";1
27;399;1;"Xiaomi";"LowerMid-range";"LowerMid-range";"No";"High";0
27;399;2;"Huawei";"Budget";"LowerMid-range";"No";"Medium";0
27;399;3;"Poco";"Mid-range";"High-end";"No";"Low";0
27;399;4;"Huawei";"Premium";"LowerMid-range";"No";"Medium";1
27;400;1;"Huawei";"Budget";"LowerMid-range";"Yes";"Medium";0
27;400;2;"Poco";"Budget";"Mid-range";"Yes";"Low";0
27;400;3;"Poco";"Mid-range";"High-end";"No";"Medium";1
27;400;4;"OnePlus";"LowerMid-range";"LowerMid-range";"No";"High";0
27;401;1;"Poco";"Premium";"High-end";"Yes";"Medium";1
27;401;2;"Huawei";"Budget";"Low";"Yes";"Medium";0
27;401;3;"OnePlus";"Mid-range";"High-end";"No";"Low";0
27;401;4;"Poco";"Premium";"Low";"No";"Low";0
27;402;1;"Xiaomi";"Budget";"High-end";"No";"High";1
27;402;2;"OnePlus";"Premium";"Mid-range";"No";"Low";0
27;402;3;"OnePlus";"LowerMid-range";"High-end";"No";"High";0
27;402;4;"Poco";"LowerMid-range";"Low";"Yes";"High";0
27;403;1;"Poco";"LowerMid-range";"LowerMid-range";"No";"Medium";0
27;403;2;"Poco";"UpperMid-range";"Mid-range";"No";"Low";0
27;403;3;"Xiaomi";"Budget";"LowerMid-range";"Yes";"High";0
27;403;4;"Xiaomi";"Mid-range";"Low";"No";"Medium";1
27;404;1;"Poco";"Mid-range";"High-end";"Yes";"Low";1
27;404;2;"OnePlus";"Premium";"Mid-range";"Yes";"Low";0
27;404;3;"Xiaomi";"Budget";"Low";"Yes";"High";0
27;404;4;"OnePlus";"LowerMid-range";"Low";"No";"Low";0
27;405;1;"Poco";"Budget";"High-end";"No";"High";1
27;405;2;"Poco";"Mid-range";"Low";"Yes";"Medium";0
27;405;3;"Xiaomi";"Budget";"High-end";"Yes";"High";0
27;405;4;"Xiaomi";"Mid-range";"Mid-range";"No";"Low";0
28;406;1;"Huawei";"Mid-range";"Mid-range";"Yes";"Low";1
28;406;2;"Poco";"LowerMid-range";"Low";"Yes";"Medium";0
28;406;3;"Xiaomi";"LowerMid-range";"Mid-range";"No";"Medium";0
28;406;4;"Poco";"Premium";"Low";"Yes";"High";0
28;407;1;"Xiaomi";"Premium";"Low";"Yes";"Low";0
28;407;2;"OnePlus";"Premium";"Mid-range";"No";"Medium";0
28;407;3;"OnePlus";"Budget";"Mid-range";"Yes";"Low";0
28;407;4;"OnePlus";"Mid-range";"Mid-range";"Yes";"Medium";1
28;408;1;"Huawei";"Budget";"High-end";"Yes";"Low";0
28;408;2;"OnePlus";"Budget";"High-end";"No";"High";0
28;408;3;"Huawei";"UpperMid-range";"LowerMid-range";"No";"Low";0
28;408;4;"Huawei";"Budget";"Mid-range";"No";"Low";1
28;409;1;"OnePlus";"UpperMid-range";"High-end";"Yes";"Low";0
28;409;2;"OnePlus";"LowerMid-range";"High-end";"Yes";"High";0
28;409;3;"Xiaomi";"Mid-range";"Low";"Yes";"Medium";1
28;409;4;"OnePlus";"LowerMid-range";"Mid-range";"No";"Medium";0
28;410;1;"Huawei";"Mid-range";"Low";"Yes";"Medium";0
28;410;2;"OnePlus";"Premium";"Low";"No";"Low";0
28;410;3;"Poco";"Mid-range";"Mid-range";"Yes";"Medium";0
28;410;4;"Xiaomi";"LowerMid-range";"Mid-range";"Yes";"Medium";1
28;411;1;"Poco";"LowerMid-range";"LowerMid-range";"No";"Low";0
28;411;2;"Poco";"Budget";"LowerMid-range";"No";"High";0
28;411;3;"Huawei";"UpperMid-range";"Mid-range";"No";"Low";0
28;411;4;"OnePlus";"Mid-range";"High-end";"No";"Medium";1
28;412;1;"Poco";"Mid-range";"Mid-range";"No";"Medium";0
28;412;2;"Xiaomi";"Mid-range";"High-end";"No";"Medium";1
28;412;3;"Xiaomi";"UpperMid-range";"High-end";"Yes";"Low";0
28;412;4;"OnePlus";"Budget";"LowerMid-range";"Yes";"Low";0
28;413;1;"Poco";"UpperMid-range";"Low";"No";"Low";0
28;413;2;"Poco";"LowerMid-range";"Low";"Yes";"Low";0
28;413;3;"OnePlus";"Mid-range";"LowerMid-range";"Yes";"Medium";1
28;413;4;"Xiaomi";"LowerMid-range";"LowerMid-range";"No";"Low";0
28;414;1;"Huawei";"UpperMid-range";"Mid-range";"No";"Medium";1
28;414;2;"Xiaomi";"Mid-range";"Low";"Yes";"Low";0
28;414;3;"OnePlus";"LowerMid-range";"Low";"No";"Medium";0
28;414;4;"Poco";"Premium";"Mid-range";"No";"High";0
28;415;1;"OnePlus";"UpperMid-range";"Low";"No";"Low";0
28;415;2;"Xiaomi";"Budget";"Low";"Yes";"High";0
28;415;3;"Poco";"Mid-range";"High-end";"No";"Low";1
28;415;4;"OnePlus";"Budget";"High-end";"Yes";"Low";0
28;416;1;"Xiaomi";"UpperMid-range";"Mid-range";"Yes";"Low";0
28;416;2;"Poco";"Premium";"High-end";"Yes";"Low";0
28;416;3;"Xiaomi";"Mid-range";"High-end";"Yes";"High";0
28;416;4;"Xiaomi";"Mid-range";"LowerMid-range";"Yes";"Low";1
28;417;1;"Poco";"Budget";"Mid-range";"Yes";"High";1
28;417;2;"Huawei";"LowerMid-range";"High-end";"Yes";"High";0
28;417;3;"Poco";"Mid-range";"Mid-range";"Yes";"Low";0
28;417;4;"Xiaomi";"Mid-range";"LowerMid-range";"No";"Low";0
28;418;1;"Poco";"UpperMid-range";"Mid-range";"No";"Medium";1
28;418;2;"Xiaomi";"LowerMid-range";"High-end";"No";"Low";0
28;418;3;"OnePlus";"LowerMid-range";"LowerMid-range";"No";"Low";0
28;418;4;"Xiaomi";"UpperMid-range";"High-end";"No";"Low";0
28;419;1;"Huawei";"Mid-range";"Low";"No";"Low";0
28;419;2;"Xiaomi";"Premium";"Mid-range";"No";"Medium";1
28;419;3;"Poco";"LowerMid-range";"High-end";"No";"High";0
28;419;4;"Xiaomi";"Premium";"High-end";"No";"High";0
28;420;1;"OnePlus";"UpperMid-range";"LowerMid-range";"Yes";"Low";0
28;420;2;"Huawei";"Mid-range";"Mid-range";"No";"High";1
28;420;3;"Huawei";"Budget";"LowerMid-range";"Yes";"High";0
28;420;4;"Huawei";"LowerMid-range";"Low";"Yes";"Medium";0
29;421;1;"OnePlus";"Premium";"Mid-range";"No";"High";0
29;421;2;"Poco";"LowerMid-range";"LowerMid-range";"Yes";"High";0
29;421;3;"Poco";"Budget";"LowerMid-range";"No";"Low";0
29;421;4;"Poco";"Budget";"Mid-range";"No";"Medium";1
29;422;1;"Poco";"UpperMid-range";"High-end";"Yes";"High";0
29;422;2;"Huawei";"Premium";"High-end";"Yes";"Medium";0
29;422;3;"Xiaomi";"Premium";"High-end";"No";"High";0
29;422;4;"Xiaomi";"Budget";"High-end";"Yes";"Low";1
29;423;1;"Huawei";"UpperMid-range";"Low";"No";"High";0
29;423;2;"Huawei";"Premium";"Low";"No";"High";0
29;423;3;"OnePlus";"Budget";"Low";"No";"High";1
29;423;4;"OnePlus";"UpperMid-range";"Mid-range";"No";"Low";0
29;424;1;"Huawei";"Premium";"High-end";"No";"Medium";0
29;424;2;"Poco";"UpperMid-range";"Mid-range";"Yes";"High";0
29;424;3;"OnePlus";"LowerMid-range";"Low";"Yes";"High";0
29;424;4;"OnePlus";"Premium";"High-end";"No";"Medium";1
29;425;1;"Poco";"Mid-range";"Low";"No";"High";1
29;425;2;"OnePlus";"UpperMid-range";"High-end";"Yes";"Low";0
29;425;3;"OnePlus";"Premium";"High-end";"No";"High";0
29;425;4;"Xiaomi";"Mid-range";"LowerMid-range";"No";"Low";0
29;426;1;"Poco";"Mid-range";"High-end";"Yes";"High";0
29;426;2;"Huawei";"LowerMid-range";"Mid-range";"No";"Low";0
29;426;3;"Xiaomi";"Budget";"High-end";"No";"High";1
29;426;4;"Huawei";"LowerMid-range";"LowerMid-range";"No";"Low";0
29;427;1;"Xiaomi";"LowerMid-range";"LowerMid-range";"Yes";"Low";0
29;427;2;"Huawei";"Budget";"LowerMid-range";"Yes";"Low";0
29;427;3;"OnePlus";"LowerMid-range";"Mid-range";"Yes";"Medium";1
29;427;4;"Huawei";"LowerMid-range";"Mid-range";"No";"Medium";0
29;428;1;"OnePlus";"Budget";"High-end";"No";"Low";0
29;428;2;"OnePlus";"Budget";"LowerMid-range";"Yes";"Medium";0
29;428;3;"OnePlus";"UpperMid-range";"LowerMid-range";"Yes";"Low";1
29;428;4;"Poco";"Mid-range";"Low";"No";"Medium";0
29;429;1;"Huawei";"UpperMid-range";"Low";"Yes";"Low";0
29;429;2;"Huawei";"Budget";"LowerMid-range";"No";"Medium";0
29;429;3;"Poco";"Budget";"High-end";"No";"Medium";0
29;429;4;"Xiaomi";"LowerMid-range";"LowerMid-range";"Yes";"Medium";1
29;430;1;"OnePlus";"Budget";"High-end";"No";"Medium";0
29;430;2;"Xiaomi";"Mid-range";"LowerMid-range";"No";"Medium";0
29;430;3;"Poco";"Mid-range";"Mid-range";"No";"Medium";0
29;430;4;"Poco";"Mid-range";"High-end";"No";"Medium";1
29;431;1;"OnePlus";"Premium";"Mid-range";"No";"Low";0
29;431;2;"Poco";"Premium";"Low";"No";"Low";0
29;431;3;"Poco";"Mid-range";"High-end";"No";"High";0
29;431;4;"OnePlus";"Mid-range";"High-end";"Yes";"Medium";1
29;432;1;"Xiaomi";"Premium";"Low";"No";"Low";0
29;432;2;"Poco";"LowerMid-range";"LowerMid-range";"Yes";"Medium";0
29;432;3;"Xiaomi";"LowerMid-range";"High-end";"Yes";"Medium";1
29;432;4;"Xiaomi";"Premium";"Low";"Yes";"High";0
29;433;1;"Xiaomi";"Mid-range";"Low";"Yes";"Medium";1
29;433;2;"Poco";"UpperMid-range";"Low";"No";"Medium";0
29;433;3;"Xiaomi";"UpperMid-range";"High-end";"No";"Medium";0
29;433;4;"Xiaomi";"Premium";"High-end";"No";"Low";0
29;434;1;"Poco";"Budget";"High-end";"Yes";"Low";1
29;434;2;"OnePlus";"Premium";"Mid-range";"Yes";"Low";0
29;434;3;"OnePlus";"Budget";"Low";"No";"Medium";0
29;434;4;"OnePlus";"Premium";"LowerMid-range";"Yes";"High";0
29;435;1;"Huawei";"Budget";"High-end";"Yes";"High";1
29;435;2;"Poco";"Mid-range";"High-end";"Yes";"Low";0
29;435;3;"Poco";"Premium";"LowerMid-range";"No";"High";0
29;435;4;"Poco";"UpperMid-range";"High-end";"No";"High";0
30;436;1;"Poco";"Premium";"Low";"Yes";"High";0
30;436;2;"OnePlus";"Budget";"Mid-range";"No";"High";1
30;436;3;"Xiaomi";"Premium";"Low";"Yes";"Low";0
30;436;4;"OnePlus";"Budget";"High-end";"Yes";"Low";0
30;437;1;"Poco";"Mid-range";"High-end";"Yes";"Medium";0
30;437;2;"Poco";"Mid-range";"Low";"No";"Medium";0
30;437;3;"OnePlus";"Budget";"High-end";"Yes";"Medium";1
30;437;4;"Poco";"Budget";"LowerMid-range";"No";"High";0
30;438;1;"Poco";"LowerMid-range";"Low";"No";"High";0
30;438;2;"OnePlus";"Premium";"High-end";"Yes";"High";0
30;438;3;"Xiaomi";"Mid-range";"High-end";"Yes";"High";0
30;438;4;"Huawei";"Budget";"High-end";"Yes";"Medium";1
30;439;1;"Poco";"Budget";"High-end";"No";"Medium";0
30;439;2;"Xiaomi";"LowerMid-range";"LowerMid-range";"Yes";"Medium";1
30;439;3;"Huawei";"Mid-range";"Mid-range";"Yes";"Medium";0
30;439;4;"OnePlus";"LowerMid-range";"LowerMid-range";"No";"High";0
30;440;1;"OnePlus";"LowerMid-range";"LowerMid-range";"No";"Medium";1
30;440;2;"Huawei";"UpperMid-range";"LowerMid-range";"No";"High";0
30;440;3;"OnePlus";"Budget";"Low";"No";"High";0
30;440;4;"Huawei";"Mid-range";"Mid-range";"Yes";"High";0
30;441;1;"OnePlus";"Premium";"High-end";"Yes";"Low";0
30;441;2;"Xiaomi";"Premium";"Mid-range";"Yes";"Medium";0
30;441;3;"Xiaomi";"UpperMid-range";"High-end";"No";"Low";1
30;441;4;"OnePlus";"UpperMid-range";"LowerMid-range";"Yes";"Low";0
30;442;1;"Poco";"Budget";"Low";"No";"Medium";1
30;442;2;"Huawei";"Budget";"Low";"No";"High";0
30;442;3;"OnePlus";"Mid-range";"LowerMid-range";"No";"Low";0
30;442;4;"Huawei";"Premium";"Low";"No";"Low";0
30;443;1;"Xiaomi";"Budget";"LowerMid-range";"No";"High";1
30;443;2;"Poco";"LowerMid-range";"Low";"Yes";"High";0
30;443;3;"Xiaomi";"LowerMid-range";"Mid-range";"No";"Medium";0
30;443;4;"OnePlus";"UpperMid-range";"LowerMid-range";"Yes";"Medium";0
30;444;1;"Poco";"Premium";"Mid-range";"Yes";"Medium";0
30;444;2;"Xiaomi";"UpperMid-range";"Mid-range";"Yes";"Low";0
30;444;3;"OnePlus";"UpperMid-range";"Mid-range";"No";"High";0
30;444;4;"OnePlus";"LowerMid-range";"High-end";"No";"Low";1
30;445;1;"OnePlus";"Mid-range";"Mid-range";"No";"Medium";1
30;445;2;"Poco";"UpperMid-range";"Mid-range";"No";"Low";0
30;445;3;"OnePlus";"Premium";"Mid-range";"No";"Low";0
30;445;4;"Huawei";"Budget";"High-end";"Yes";"High";0
30;446;1;"Huawei";"Premium";"High-end";"Yes";"Low";1
30;446;2;"OnePlus";"Mid-range";"Mid-range";"Yes";"Medium";0
30;446;3;"OnePlus";"LowerMid-range";"Mid-range";"Yes";"High";0
30;446;4;"Poco";"UpperMid-range";"LowerMid-range";"Yes";"Medium";0
30;447;1;"OnePlus";"Budget";"Low";"Yes";"High";0
30;447;2;"Xiaomi";"Mid-range";"Low";"Yes";"Low";0
30;447;3;"Xiaomi";"Premium";"Low";"No";"Medium";0
30;447;4;"Xiaomi";"Mid-range";"High-end";"No";"Medium";1
30;448;1;"OnePlus";"Budget";"High-end";"No";"Medium";1
30;448;2;"OnePlus";"LowerMid-range";"Low";"No";"Low";0
30;448;3;"Poco";"UpperMid-range";"Low";"No";"High";0
30;448;4;"Xiaomi";"Mid-range";"Mid-range";"Yes";"Medium";0
30;449;1;"OnePlus";"Premium";"LowerMid-range";"Yes";"Medium";0
30;449;2;"OnePlus";"Premium";"Mid-range";"Yes";"Medium";0
30;449;3;"Huawei";"UpperMid-range";"High-end";"Yes";"Low";1
30;449;4;"Huawei";"Premium";"Mid-range";"Yes";"Low";0
30;450;1;"Xiaomi";"Mid-range";"High-end";"No";"High";0
30;450;2;"Huawei";"UpperMid-range";"LowerMid-range";"Yes";"High";0
30;450;3;"Huawei";"LowerMid-range";"Mid-range";"Yes";"Medium";0
30;450;4;"Huawei";"UpperMid-range";"Mid-range";"No";"High";1
31;451;1;"Xiaomi";"Mid-range";"LowerMid-range";"No";"High";1
31;451;2;"Xiaomi";"UpperMid-range";"High-end";"No";"High";0
31;451;3;"OnePlus";"LowerMid-range";"Low";"No";"Medium";0
31;451;4;"Huawei";"LowerMid-range";"LowerMid-range";"No";"High";0
31;452;1;"Xiaomi";"UpperMid-range";"Mid-range";"No";"Medium";0
31;452;2;"Huawei";"LowerMid-range";"LowerMid-range";"No";"Medium";0
31;452;3;"Poco";"Mid-range";"Mid-range";"Yes";"Low";1
31;452;4;"Poco";"Premium";"Mid-range";"No";"High";0
31;453;1;"Huawei";"UpperMid-range";"Low";"Yes";"High";0
31;453;2;"OnePlus";"UpperMid-range";"Low";"Yes";"Medium";0
31;453;3;"Poco";"Budget";"Mid-range";"Yes";"Medium";1
31;453;4;"OnePlus";"UpperMid-range";"LowerMid-range";"Yes";"Low";0
31;454;1;"OnePlus";"Premium";"High-end";"No";"High";0
31;454;2;"Poco";"Premium";"Mid-range";"No";"Medium";0
31;454;3;"OnePlus";"Premium";"Mid-range";"Yes";"Low";1
31;454;4;"Poco";"Mid-range";"Low";"No";"Low";0
31;455;1;"Huawei";"Premium";"Mid-range";"Yes";"Low";0
31;455;2;"Poco";"UpperMid-range";"Low";"Yes";"Low";0
31;455;3;"Huawei";"LowerMid-range";"High-end";"Yes";"Medium";0
31;455;4;"Huawei";"LowerMid-range";"High-end";"No";"High";1
31;456;1;"Huawei";"LowerMid-range";"Low";"Yes";"Medium";0
31;456;2;"Xiaomi";"UpperMid-range";"Low";"No";"Low";0
31;456;3;"Huawei";"Premium";"Mid-range";"No";"High";1
31;456;4;"Poco";"Budget";"High-end";"Yes";"Low";0
31;457;1;"OnePlus";"UpperMid-range";"Mid-range";"No";"High";0
31;457;2;"Xiaomi";"UpperMid-range";"LowerMid-range";"No";"High";0
31;457;3;"OnePlus";"Premium";"Mid-range";"No";"Low";1
31;457;4;"Huawei";"Mid-range";"LowerMid-range";"No";"Medium";0
31;458;1;"OnePlus";"UpperMid-range";"LowerMid-range";"Yes";"High";0
31;458;2;"Xiaomi";"UpperMid-range";"Low";"No";"Medium";0
31;458;3;"Xiaomi";"Premium";"Mid-range";"Yes";"Medium";1
31;458;4;"Huawei";"UpperMid-range";"Low";"No";"High";0
31;459;1;"Huawei";"LowerMid-range";"LowerMid-range";"Yes";"Medium";0
31;459;2;"OnePlus";"Premium";"Low";"Yes";"Low";0
31;459;3;"Poco";"LowerMid-range";"LowerMid-range";"Yes";"Low";0
31;459;4;"OnePlus";"Mid-range";"High-end";"Yes";"Medium";1
31;460;1;"Xiaomi";"Premium";"High-end";"No";"Medium";0
31;460;2;"Xiaomi";"Mid-range";"Mid-range";"No";"Medium";1
31;460;3;"Xiaomi";"LowerMid-range";"High-end";"No";"Low";0
31;460;4;"Huawei";"Budget";"High-end";"Yes";"Medium";0
31;461;1;"Poco";"UpperMid-range";"Low";"No";"High";0
31;461;2;"OnePlus";"UpperMid-range";"High-end";"Yes";"Low";1
31;461;3;"Poco";"UpperMid-range";"High-end";"Yes";"High";0
31;461;4;"OnePlus";"UpperMid-range";"Low";"No";"Low";0
31;462;1;"OnePlus";"Mid-range";"High-end";"Yes";"Low";1
31;462;2;"Xiaomi";"Mid-range";"Mid-range";"Yes";"High";0
31;462;3;"Poco";"Premium";"LowerMid-range";"No";"Low";0
31;462;4;"Huawei";"Budget";"LowerMid-range";"No";"Medium";0
31;463;1;"Xiaomi";"Premium";"High-end";"No";"High";0
31;463;2;"Poco";"Mid-range";"LowerMid-range";"Yes";"Low";0
31;463;3;"Huawei";"LowerMid-range";"High-end";"No";"Low";0
31;463;4;"Xiaomi";"Budget";"LowerMid-range";"Yes";"Medium";1
31;464;1;"Poco";"Mid-range";"Low";"Yes";"Low";0
31;464;2;"Xiaomi";"Premium";"Mid-range";"No";"Low";0
31;464;3;"Xiaomi";"UpperMid-range";"Mid-range";"No";"High";1
31;464;4;"OnePlus";"LowerMid-range";"Low";"Yes";"Low";0
31;465;1;"Xiaomi";"Premium";"LowerMid-range";"Yes";"Medium";0
31;465;2;"OnePlus";"UpperMid-range";"Mid-range";"Yes";"Low";1
31;465;3;"Poco";"Budget";"LowerMid-range";"No";"High";0
31;465;4;"Huawei";"Premium";"LowerMid-range";"No";"High";0
32;466;1;"Poco";"LowerMid-range";"High-end";"Yes";"High";0
32;466;2;"Xiaomi";"UpperMid-range";"LowerMid-range";"Yes";"Medium";0
32;466;3;"Poco";"Premium";"High-end";"Yes";"High";0
32;466;4;"OnePlus";"Mid-range";"High-end";"Yes";"Low";1
32;467;1;"OnePlus";"UpperMid-range";"Low";"Yes";"Medium";0
32;467;2;"Xiaomi";"UpperMid-range";"LowerMid-range";"Yes";"High";0
32;467;3;"Huawei";"UpperMid-range";"High-end";"Yes";"High";1
32;467;4;"Poco";"LowerMid-range";"Low";"No";"Low";0
32;468;1;"Huawei";"LowerMid-range";"Low";"Yes";"High";0
32;468;2;"Xiaomi";"Premium";"LowerMid-range";"No";"Medium";1
32;468;3;"Huawei";"UpperMid-range";"LowerMid-range";"Yes";"High";0
32;468;4;"OnePlus";"Mid-range";"Low";"No";"High";0
32;469;1;"Huawei";"Budget";"Low";"No";"High";1
32;469;2;"Poco";"Mid-range";"Low";"No";"Medium";0
32;469;3;"Poco";"UpperMid-range";"LowerMid-range";"No";"Medium";0
32;469;4;"Poco";"Budget";"LowerMid-range";"No";"High";0
32;470;1;"Xiaomi";"Premium";"Mid-range";"Yes";"High";0
32;470;2;"OnePlus";"Premium";"Low";"No";"Low";0
32;470;3;"Xiaomi";"Premium";"LowerMid-range";"Yes";"Medium";0
32;470;4;"Huawei";"UpperMid-range";"Mid-range";"No";"High";1
32;471;1;"Poco";"LowerMid-range";"Mid-range";"No";"Low";0
32;471;2;"OnePlus";"UpperMid-range";"LowerMid-range";"Yes";"Medium";0
32;471;3;"Xiaomi";"UpperMid-range";"Low";"Yes";"Low";0
32;471;4;"Xiaomi";"Budget";"High-end";"No";"Medium";1
32;472;1;"Poco";"LowerMid-range";"High-end";"No";"Low";1
32;472;2;"OnePlus";"Budget";"Low";"No";"Medium";0
32;472;3;"Xiaomi";"Premium";"LowerMid-range";"Yes";"High";0
32;472;4;"Poco";"Budget";"Mid-range";"No";"Low";0
32;473;1;"Xiaomi";"UpperMid-range";"LowerMid-range";"No";"Low";0
32;473;2;"Huawei";"Budget";"High-end";"No";"High";0
32;473;3;"Poco";"Mid-range";"High-end";"Yes";"High";0
32;473;4;"Huawei";"LowerMid-range";"Low";"No";"Medium";1
32;474;1;"Xiaomi";"LowerMid-range";"Mid-range";"No";"High";0
32;474;2;"Xiaomi";"Premium";"Mid-range";"No";"High";1
32;474;3;"OnePlus";"LowerMid-range";"Low";"No";"Medium";0
32;474;4;"OnePlus";"UpperMid-range";"Mid-range";"No";"High";0
32;475;1;"OnePlus";"Mid-range";"High-end";"No";"Low";0
32;475;2;"Poco";"Budget";"High-end";"No";"Low";1
32;475;3;"Huawei";"Mid-range";"High-end";"Yes";"Medium";0
32;475;4;"Xiaomi";"UpperMid-range";"LowerMid-range";"Yes";"Low";0
32;476;1;"Huawei";"Mid-range";"Mid-range";"No";"Low";0
32;476;2;"OnePlus";"LowerMid-range";"Mid-range";"No";"Medium";1
32;476;3;"Poco";"Mid-range";"Low";"Yes";"High";0
32;476;4;"Xiaomi";"Premium";"Low";"No";"Low";0
32;477;1;"OnePlus";"Mid-range";"High-end";"No";"High";0
32;477;2;"Huawei";"Mid-range";"Mid-range";"Yes";"High";1
32;477;3;"Poco";"Mid-range";"High-end";"No";"High";0
32;477;4;"Poco";"UpperMid-range";"Mid-range";"No";"Medium";0
32;478;1;"Poco";"Budget";"Mid-range";"Yes";"Low";0
32;478;2;"OnePlus";"Budget";"LowerMid-range";"Yes";"Low";0
32;478;3;"Xiaomi";"Budget";"LowerMid-range";"No";"High";0
32;478;4;"Poco";"LowerMid-range";"High-end";"No";"High";1
32;479;1;"OnePlus";"UpperMid-range";"High-end";"No";"Medium";0
32;479;2;"Poco";"Mid-range";"Low";"No";"Low";0
32;479;3;"Poco";"UpperMid-range";"Mid-range";"Yes";"High";1
32;479;4;"Poco";"Premium";"LowerMid-range";"Yes";"High";0
32;480;1;"Poco";"Mid-range";"LowerMid-range";"Yes";"High";0
32;480;2;"Poco";"Budget";"High-end";"Yes";"Medium";0
32;480;3;"Huawei";"Budget";"LowerMid-range";"Yes";"High";0
32;480;4;"Poco";"LowerMid-range";"LowerMid-range";"No";"Low";1
33;481;1;"Poco";"UpperMid-range";"LowerMid-range";"Yes";"High";0
33;481;2;"OnePlus";"LowerMid-range";"LowerMid-range";"No";"Medium";0
33;481;3;"Poco";"Mid-range";"Mid-range";"Yes";"High";1
33;481;4;"Huawei";"Premium";"Low";"No";"Medium";0
33;482;1;"Poco";"Premium";"LowerMid-range";"Yes";"Low";0
33;482;2;"OnePlus";"Budget";"LowerMid-range";"Yes";"High";1
33;482;3;"Poco";"Mid-range";"LowerMid-range";"No";"Medium";0
33;482;4;"OnePlus";"Premium";"LowerMid-range";"Yes";"Low";0
33;483;1;"Huawei";"Mid-range";"Mid-range";"Yes";"Medium";0
33;483;2;"OnePlus";"Budget";"Low";"Yes";"Low";0
